dataset,n_series,horizon,n_seeds,MASE,ref_MASE,d_MASE_%,band_%,pass,WQL,ref_WQL,d_WQL_%,secs,secs_per_series
ETTh,14,24,5,0.7815825921985878,0.7653491494991778,2.121050596323621,17.332998926139553,True,0.08031336262023252,0.0808726770104292,-0.6915987090727286,206.9,2.9558
