series_id,domain,model,real_MASE,iaaft_median,block_median,iaaft_gap_%,block_gap_%,secs
entsoe:load:DE_LU#s1,electricity,ets,0.9563740966368945,1.1108457096171902,0.9107625418298662,13.905766718361662,-5.008062223923653,31.3
entsoe:load:DE_LU#s1,electricity,arima,0.9108580997802104,0.7199965051022037,0.8368068096478123,-26.50868349019469,-8.849269542101853,1190.0
open_meteo:temperature_2m:nairobi#s1,weather,ets,0.9734281022492922,2.416896704459792,1.0818282314067305,59.72405024786253,10.020086924195223,16.0
open_meteo:temperature_2m:nairobi#s1,weather,arima,0.7172994978473497,0.879600444699284,1.2056307278692828,18.4516672120853,40.50421233746782,2299.1
wikipedia:pageviews:Association_football#s1,web_traffic,ets,4.797178956720635,0.6216731519863086,1.450339690258665,-671.6561253116953,-230.76244061589932,1.1
wikipedia:pageviews:Association_football#s1,web_traffic,arima,5.722564914214529,0.57676626899626,1.6329770983965015,-892.1809269764416,-250.43754868539125,12.6
