dataset,n_series,horizon,n_seeds,MASE,ref_MASE,d_MASE_%,band_%,pass,WQL,ref_WQL,d_WQL_%,device,dtype,secs,secs_per_series
ETTh,14,24,5,0.7911695116517458,0.7653491494991778,3.373670980031022,17.332998926139553,True,0.0821537712141898,0.0808726770104292,1.5840877922161454,cuda,bfloat16,35.8,0.5112
monash_cif_2016,72,12,5,0.9901405455004999,0.9840747802099564,0.6163927185746314,9.040737725975564,True,0.012161081837478606,0.0118255568265588,2.83728720635173,cuda,bfloat16,21.5,0.0596
