dataset,n_series,horizon,n_seeds,MASE,ref_MASE,d_MASE_%,band_%,pass,WQL,ref_WQL,d_WQL_%,device,dtype,secs,secs_per_series
ETTh,14,24,5,0.7911695116517458,0.7653491494991778,3.373670980031022,17.332998926139553,True,0.0821537712141898,0.0808726770104292,1.5840877922161454,cuda,bfloat16,8.3,0.1185
